title,article,etc,time,current_time,like,comment,district
용산 영어 회화 스터디 크루 모집! 🤍,"영어 실력을 자연스럽게 키우고 싶으신가요? 🇬🇧영국 런던 대학교 졸업 & 8년 이상 글로벌 테크 기업 경력의 리더가 함께합니다! 🌏 컬컴, LST 등 다양한 스터디 그룹 경험을 바탕으로, 영어가 일상 속에 스며들게 도와드릴게요. 💬 스터디 정보 • 대상: 영어 회화를 즐겁게 배우고 싶은 누구나 • 진행: 실생활에서 자주 쓰는 표현과 대화 위주 • 장소: 용산역 근처 스터디룸 • 시간: 매주 1시간 ✨ 영어 스터디는 대화 중심으로 편안하게 진행되며, 매주 함께 이야기 나누다 보면 영어가 점점 익숙해 지실 거예요. 📬 신청 방법 아래 링크를 통해 간단히 신청하세요! https://www.daangn.com/kr/business-posts/6744038dbee71467800d033e 지금 신청하고, 크루와 함께 하는 즐거운 영어 스터디를 시작하세요! 🤍 #영어회화 #영어스터디 #용산영어스터디","한강로동
·
취미
·
2일 전",2일 전,2024-11-28 00:36:18,"좋아요 수
0","댓글 수
0",용산구
맛집,맛집 추천 부탁드려요,"용산동3가
·
맛집
·
2일 전",2일 전,2024-11-28 00:36:18,"좋아요 수
0","댓글 수
0",용산구
공덕역 근처 정형외과,공덕역&마포역 근처 정형외과 추천해주세요! 목 어깨 허리 통증 잘 봐주고 과잉진료 안하는 곳으로 부탁드립니다~,"도원동
·
병원/약국
·
2일 전",2일 전,2024-11-28 00:36:18,"좋아요 수
0","댓글 수
0",용산구
피부질환 치료가능한 피부과,용산역 부근에 피부질환 치료가능한 피부과 아시는분? ㅠ,"한강로3가
·
병원/약국
·
3일 전",3일 전,2024-11-28 00:36:18,"좋아요 수
0","댓글 수
0",용산구
강아지 잃어버리신분?,웰시코기 강아지가 길에서 돌아다니다가 저희집 앞에 어떤 집 안으로 들어갔는데 밖으로 안나오고 계속 울어요 잃어버리신분 있나요? 대문을 열어놔도 안나오고 대문쪽으로 데려다놔도 계속 안쪽으로 돌아가서 울고 있어요,"이태원동
·
반려동물
·
3일 전",3일 전,2024-11-28 00:36:18,"좋아요 수
2","댓글 수
5",용산구
숙대 레드고구마붕어빵 문열었나요ㅠㅠ,안녕하세요 아이가 고구마붕어빵을 찾아서 주말에방문했지만 문닫았더라구요 ㅠㅠ 오늘 꼭 먹고싶다하는데 문 열었을까요.. 오늘 보신 분 꼭 꼭 알려주세요!! 복받으실겁니다!!!!💛💛💛💛💛,"문배동
·
일반
·
3일 전",3일 전,2024-11-28 00:36:18,"좋아요 수
0","댓글 수
0",용산구
한강진역 근처 월 정기 주차,한강진역 근처 월 정기 주차 찾고 있어요. 월~금 오전 9~오후5시 입니다 :),"한남동
·
주거/부동산
·
3일 전",3일 전,2024-11-28 00:36:18,"좋아요 수
0","댓글 수
1",용산구
전기온수기 안전밸브 교체,숙대입구역 인근입니다. 전기온수기 안전밸브및 220 전원 플러그를 교체하려합니다. 연락주세요!!,"청파동
·
생활/편의
·
3일 전",3일 전,2024-11-28 00:36:18,"좋아요 수
0","댓글 수
2",용산구
이태원 와이키키 가방 분실,11월24일 새벽 3시-5시 사이에 이태원 와이키키에서 제 가방을 잃어버렸습니다. 사실 누군가가 제 코트안에 돌돌 말아서 넣어둔 가방을 빼간거 같아요.. 셀린느 가방이고 그안에 샤넬 카드지갑이랑 에어팓이랑 화장품이 들어있었어요. 정말 힘들게 돈 모아서 처음으로 구매한 명품가방입니다.. 정말정말 힘들게 모은돈이였어요.. 당근에다가 글을 올린다고 이걸 찾을수 있을지는 모르겠지만 적어도 지갑이라도 돌려주셨으면 좋겠습니다.. 그 지갑안에 제 미국카드랑 미국심카드가 있는데 그게 정말 중요하거든요. 경찰에다가 신고는 이미 해놨으나 저에게 돌려주신다면 조용히 넘어가고싶습니다. 제발.. 연락주세요.. 카톡 아이디: 26x26,"서계동
·
분실/실종
·
3일 전",3일 전,2024-11-28 00:36:18,"좋아요 수
1","댓글 수
7",용산구
🎳 NG BANG 🎳 2030 볼링클럽 ,"🎳 NG BANG 🎳 2030 볼링클럽 초보자 환영!! 장비없어도 환영!! 이벤트전, 교류전, 아마추어대회 참가 🪄 상주클럽 가입시 혜택 - 게임당 5,000원 적용 정기전시 4,500원 - 초보자 강습 지원 - 클럽원 장비 구매 및 상담 지원 🪄 정기전 안내 🪄 시간 : 매월 첫째주,셋째주 월요일 PM 7:***-****-**** ( 7:20분 부터 연습투구 ) 총 4게임 🪄 장소 : 볼하우스 한남 서울시 용산구 한남동 828 월 회비 : 1만원 ( 가입 당월 제외 ) 준수사항 🪄 나이제한 : 만20세 이상 누구나~ 🪄 가입후 24시간 내 자기소개 작성 🪄 남녀 모두 장비무관 🪄 가입비 X, 정기회비 1만원 - 가입 후 2시간 이내 자기소개서 작성 - 가입 후 1달 이내 정기전 및 정모(벙개) 참여 - 가입 후 1달 이내 클럽티 구매 🪄 가입 제한 - 타 클럽 모임장 가입 불가","한남동
·
취미
·
3일 전",3일 전,2024-11-28 00:36:18,"좋아요 수
1","댓글 수
2",용산구
보광동 더힘찬마트,생굴 파는지 아시는 분 계신가요~?! 생굴 봉지굴 사려고 하는데 마땅히 살 곳이 없네여 ㅜㅜ,"보광동
·
생활/편의
·
3일 전",3일 전,2024-11-28 00:36:18,"좋아요 수
0","댓글 수
0",용산구
코노 좋아하는 20대 남자입니다,가끔씩 같이 코노가용 숙대쪽 자주갑니다,"문배동
·
취미
·
3일 전",3일 전,2024-11-28 00:36:18,"좋아요 수
2","댓글 수
0",용산구
후암동종점 / 해방촌 부근 정육코너 있는 큰 마트 있을까요??,서울역 롯데마트 다니고 있는데 좀 더 가까운 곳을 찾고 있어요!!,"용산동2가
·
생활/편의
·
3일 전",3일 전,2024-11-28 00:36:18,"좋아요 수
0","댓글 수
3",용산구
구루마 대여,"당근으로 서랍장을 거래하게 되었는데, 혹시 요런 구루 마(손수레, 카트) 빌려주실 분 계실까요.! 월요일 (25/11) 오후 8시쯤~ 점심시간 쯤에 필요 할 듯 합니다. 혹시 용산동2가 근처에 대여 가능한 곳 있으면 채팅 부탁드릴게요 :)","용산동2가
·
일반
·
3일 전",3일 전,2024-11-28 00:36:18,"좋아요 수
0","댓글 수
0",용산구
중경고 부근 헬스장 다니시는분,헬스장 1달 가격과 추천 부탁드립니다ㅠㅠ,"이촌동
·
운동
·
3일 전",3일 전,2024-11-28 00:36:18,"좋아요 수
1","댓글 수
4",용산구
용산구 신용산 삼각지 용산역 부근에 순대트럭 있을까요? ,아니면 순대맛집이라두 ㅠㅠ,"한강로2가
·
맛집
·
3일 전",3일 전,2024-11-28 00:36:18,"좋아요 수
1","댓글 수
4",용산구
다들 동네 사우나 어디 이용하세요?,겨울되니까 가고 싶어지네여 아 24시영업이면 더 좋을거같아요,"효창동
·
생활/편의
·
3일 전",3일 전,2024-11-28 00:36:18,"좋아요 수
0","댓글 수
3",용산구
바프 식단+간식 추천,"안녕하세요 청파동1가에 거주하며, 한 달 후에 바프 계획중인 직장인입니다. 최대한 클린하고 프로틴 위주로 먹고는 있는데 간식이나 요리가 필요없는 식단 추천해주시면 감사하겠습니다 :)","청파동1가
·
운동
·
3일 전",3일 전,2024-11-28 00:36:18,"좋아요 수
0","댓글 수
0",용산구
같이 친구하실분 구해용! ,같이 이것저것하며 놀 동친구해요!!,"송정동
·
동네친구
·
14분 전",14분 전,2024-11-28 00:36:37,"좋아요 수
0","댓글 수
1",성동구
답십리 시티짐 헬스 파트너 ,운동시간은 저녁 6시대입니다. 헬스장은 다이소옆 시티짐이고 같이 운동하실 남성분 구함니다 😀,"용답동
·
운동
·
37분 전",37분 전,2024-11-28 00:36:37,"좋아요 수
0","댓글 수
0",성동구
왕십리 오거리 까페,오늘 프롬하츠라는 까페를 갔다와봤는데 이렇게 큰 까페가 오거리에 있는지도 몰랐었네요?? 층고가 높아서 한층 쾌적한 느낌이 들고 너무 좋더라고요~ 직원분께 물어보니 새벽 늦게까지 한다네요. 근처 학교도 많은데 학생들 공부하러 오기도 좋겠어요~ 그렇다고 너무 조용하지도 않아서 수다 떨기도 너무 좋았어요! 시간이 너무 빠른...ㅎㅎ 크로와플?도 너무 맛있어서 또 먹으러 가야겠어요~완전 강추!!☺️ #왕십리까페 #디저트맛집 #엄마들수다,"도선동
·
맛집
·
약 2시간 전",약 2시간 전,2024-11-28 00:36:37,"좋아요 수
0","댓글 수
1",성동구
오피스텔 전체 단수되면 보일러 안되나요?,제목 그대로입니다. 오늘 제가 살고있는 집이 단수가 됐다는데 보일러는 계속 깜빡이고 물도 안나오고 너무 춥고 힘드네요 ㅠㅠ 보일러가 물 끓여서 되는거라 당연히 안되는건가요?,"용답동
·
생활/편의
·
약 2시간 전",약 2시간 전,2024-11-28 00:36:37,"좋아요 수
0","댓글 수
13",성동구
코바늘 영어도안 한국말로 써주실분 ㅠㅠ,코바늘 초보 입니다.. 뭔말인지 ㅇ알다가도 모르겠습니다.. 코가 늘어나는 것 같아요.. ㅋㅋㅋ 일단 한국말로 써져있기라도 해야할 것 같습니다ㅠㅠ 도와주실 분 구해요ㅠㅠ,"왕십리도선동
·
취미
·
약 3시간 전",약 3시간 전,2024-11-28 00:36:37,"좋아요 수
0","댓글 수
2",성동구
왕십리역 근처 붕어빵집 있나요?,이사왔는데 붕어빵 먹고싶어요ㅠ,"마장동
·
맛집
·
약 3시간 전",약 3시간 전,2024-11-28 00:36:37,"좋아요 수
0","댓글 수
2",성동구
왕십리 새벽카페 찾았습니다,프롬하츠 성동구청점 원래 23시까지 였는데 03시까지로 변경되었다라구요!! 자주 가던 곳인데 늦게 마감한다니 행복해서 올립니다!! 새벽에 하는 카페 없어서 맨날 다른데 갔는데 여러분들도 한번 들려보셔요~ #카페 #새벽 #왕십리 #왕십리카페 #카공 #한양대,"행당제1동
·
맛집
·
약 4시간 전",약 4시간 전,2024-11-28 00:36:37,"좋아요 수
3","댓글 수
0",성동구
4구한판 치실분,4구한판치실분 계신가요?? 150-200정도 치시는분 #당구#4구,"송정동
·
운동
·
약 4시간 전",약 4시간 전,2024-11-28 00:36:37,"좋아요 수
0","댓글 수
0",성동구
한달살기/12월 한달 정도 방 쓰실 분 구합니다,12월동안 집을 비워서 쓰실분 구합니다 1.5룸이고 성수동 뚝섬역 인근입니다,"성수동1가
·
주거/부동산
·
약 5시간 전",약 5시간 전,2024-11-28 00:36:37,"좋아요 수
0","댓글 수
1",성동구
뚝섬역쪽 카페가실분,한.잔하거나 30대만요,"성수2가제3동
·
생활/편의
·
약 5시간 전",약 5시간 전,2024-11-28 00:36:37,"좋아요 수
1","댓글 수
0",성동구
차량 도장 벗겨짐 수리 비용 견적 아시는분 ㅠㅠ,안녕하세요 차량에 랩핑했다가 뗐는데 도장이 벗겨진거같아요 요런거 수리비용 견적이 궁금합니당 스타리아 22년식이에요,"성수동1가
·
일반
·
약 7시간 전",약 7시간 전,2024-11-28 00:36:37,"좋아요 수
0","댓글 수
1",성동구
오늘 옥수나들목 한강공원 달리기 가능한가요??,눈이 많이 내렸었는데 이제 눈이 치워졌나 해서요 ㅎㅎ,"금호4가동
·
일반
·
약 7시간 전",약 7시간 전,2024-11-28 00:36:37,"좋아요 수
0","댓글 수
0",성동구
해외 중고의류 관부가세 내나요..?,해외 중고의류 택배 받았는데 관부가세 내라고 와서 .. 원래 해외 즁고 의류도 관부가세를 내나요..;,"성수2가제3동
·
일반
·
약 7시간 전",약 7시간 전,2024-11-28 00:36:37,"좋아요 수
0","댓글 수
1",성동구
왕십리 성동구 동대문구 동네 친구 구해요,20대 여성이라 상대방도 여성분이셨으면 하고 나이는 크게 상관없어요! 카페 좋아하고 전시나 연극 보러 다니는 거 좋아하고 산책 좋아하시는 분들 대환영 혼자 먹기 힘든 음식 같이 사 먹으러 가는 급 약속도 좋아용 🥰🥰,"사근동
·
동네친구
·
약 8시간 전",약 8시간 전,2024-11-28 00:36:37,"좋아요 수
0","댓글 수
1",성동구
한달째 보는 앤데 집나온건가요 산책인가요,행당동입니다 한달째 보는앤데 산책나온건지 유기인지 집나온건지 모르겠네용,"행당동
·
일반
·
약 9시간 전",약 9시간 전,2024-11-28 00:36:37,"좋아요 수
3","댓글 수
1",성동구
빠가난 나사 빼주실수 있는분..,히다리탭? 이용해서 해보려했는데도 처음이라 그런지 쉽지 않네요 .. ㅠㅠ 도어락 교체하려고 하는데 혹시 빠가난 나사 빼주실 수 있는 기술자 있으실까요? 신성노바빌아파트입니다 ㅠ,"성수동2가
·
생활/편의
·
약 9시간 전",약 9시간 전,2024-11-28 00:36:37,"좋아요 수
0","댓글 수
1",성동구
좌식 테이블 하나 옮겨주실분,평일 7시30분 이후나 주말에 좌식 테이블 옮겨주실준 구합니다 중곡역에서 성수 뚝도시장이며(4.9km) 나무 책상이라 차량이 있어야 할 것 같슺니다(1200x800)사이즈 다리는 분리되어있습니다. 2만원 정도로ㅠ가능하신분...구함니다,"성수동2가
·
이사/시공
·
약 9시간 전",약 9시간 전,2024-11-28 00:36:37,"좋아요 수
0","댓글 수
0",성동구
키보드 조립 하는걸 좋아합니다.,같은 취미 가지신 분 계신가요 조립 대행도 해드려요,"성수동2가
·
취미
·
약 9시간 전",약 9시간 전,2024-11-28 00:36:37,"좋아요 수
0","댓글 수
0",성동구
눈길 조심하세요~,눈이 많이 왔네요. 넘어질까봐 할아버지가 할머니 손을 꼬옥 잡고 내려가시네요. 눈길 조심하세요.,"사근동
·
동네풍경
·
약 9시간 전",약 9시간 전,2024-11-28 00:36:37,"좋아요 수
4","댓글 수
0",성동구
3-1버스 정류장에서카드지갑 분실,오늘 1시쯤 3번버스 정류장 이디야앞에서 검정색 카드지갑 주우신분있을까요 ㅠㅠㅠㅠㅠ,"금호동1가
·
생활/편의
·
약 10시간 전",약 10시간 전,2024-11-28 00:36:37,"좋아요 수
0","댓글 수
0",성동구
신금호역 라쿵푸마라탕,오픈하고 쭉 먹는 마라탕집이에요 이동네에 마라탕집 처음생겨서 너무 기뻣는데 맛도 제일 맛잇는것같아요 ㅜㅜ 개인적인 의견으로는 맞은편에 새로생긴 마라탕집 갔다가 니맛도내맛도 아닌맛ㅇ라 실망하고 다시 와서 먹엇네요 ㅎㅎㅎㅎㅎ 이사가서도 생각날것같아용 ㅜㅜ,"금호동2가
·
맛집
·
약 10시간 전",약 10시간 전,2024-11-28 00:36:37,"좋아요 수
1","댓글 수
0",성동구
오늘 한강공원에서 눈싸움이랑 눈사람 만드실분!,밤에 한강공원에서 눈싸움이랑 눈사람 만드실 분 계신가요?,"행당제1동
·
일반
·
약 10시간 전",약 10시간 전,2024-11-28 00:36:37,"좋아요 수
1","댓글 수
0",성동구
친목모임 [94-82],"논알콜 친목모임 하실분 성격 좋고 착한분들~ 친구도 만들고 이야기도 나누고 사람들과 어울리고 싶으신분들~ 여미새 남미새 돌싱 기혼은 죄송합니다 여기저기 다니는거 좋아하시는 분들 환영합니다 소수의 인원으로 운영하는 곳입니다 부담없이 문의주세요^^ #맛집, #카페, #전시, #문화생활, #소모임, #서울, #수도권","성수1가제2동
·
동네친구
·
약 10시간 전",약 10시간 전,2024-11-28 00:36:37,"좋아요 수
0","댓글 수
0",성동구
용답역 블레플러스 빵집에서 7분거리 집으로 빵 사다주실분 계신가요ㅠ,용답역 블레플러스 빵집에서 7분거리 집으로 빵 사다주실분 계신가요ㅠ 제가 육아 중이라 밖을 못나가는데 빵이 너무 먹고싶어서요ㅠㅠㅠ 대문앞까지만 부탁드릴게요 사례비는 7천원 드리겠습니다!!!ㅠㅠ,"용답동
·
맛집
·
약 10시간 전",약 10시간 전,2024-11-28 00:36:37,"좋아요 수
1","댓글 수
4",성동구
텐즈힐 붕어빵,텐즈힐 가마로강정 앞에 있는 붕어빵집 오늘 장사 하시나요~?,"왕십리도선동
·
맛집
·
약 12시간 전",약 12시간 전,2024-11-28 00:36:37,"좋아요 수
0","댓글 수
0",성동구
